gender,age_group,occupation,Intl_students,degree,fvt_social_media_platform,usage_reason,usage_time,device,interaction,preferred_content,watched_livestream,watched_livestream_frequency,avg_watch_time_livestream,emotional_fullfillment,svp_discovery_method,content_personalization,purchased_product,purchase_frequency,follow_influencers,influencer_inspired_travel ,influencer_inspired_travel _frequency,influencer_travel_trust_score
Male,18-24,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Late Night (12 am - 5 am)),Smartphone,Share,Sports and Fitness?Technology and Gaming,Yes,2-3 times a week,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,4,No,,Yes,No,,Somewhat unlikely
Female,18-24,Student,No,Post-graduate,Little Red Book,Entertainment and Leisure,Late Night (12 am - 5 am)),Smartphone,Share,"Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty? Movies, TV Shows",Yes,Others????,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By searching for specific content,4,Yes,Once a month,Yes,Yes,4-6 times,Neutral
Female,18-24,Student,Yes,Post-graduate,TikTok,Networking and Socializing,Evening 5 pm - 12 am),Smartphone,Like,"Food and Travel?Sports and Fitness?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty? Movies, TV Shows? Educational Content?Technology and Gaming",Yes,Once a week,Less than 15 minutes,Yes,Through platform recommendations,4,Yes,2-3 times a month,Yes,Yes,2-3 times,Somewhat unlikely
Female,18-24,Student,Yes,Post-graduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Sports and Fitness?Fashion and Beauty,No,,,No,By searching for specific content,5,No,,Yes,No,,Very unlikely
Male,18-24,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Tablet,Comment,Comedy and Entertainment?Daily Vlogs and Lifestyle? Educational Content,Yes,2-3 times a week,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,4,No,,Yes,No,,Neutral
Female,18-24,Student,No,Undergraduate,Wechat Video,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Comedy and Entertainment,Yes,2-3 times a month,Less than 15 minutes,No,Through platform recommendations?Others,3,No,,Yes,No,,Neutral
Female,18-24,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Comedy and Entertainment,No,,,Yes,By exploring trending sections,4,No,,Yes,No,,Somewhat unlikely
Female,18-24,Student,No,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Comedy and Entertainment?Fashion and Beauty,No,,,Yes,Via social shares by friends or family?,4,No,,Yes,No,,Somewhat unlikely
Female,18-24,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,"Comedy and Entertainment?Fashion and Beauty? Movies, TV Shows",Yes,Once a week,More than 1 hours,Yes,Through platform recommendations?By searching for specific content,4,No,,Yes,Yes,2-3 times,Somewhat likely
Female,18-24,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Afternoon (12 pm - 5 pm),Smartphone,Like,"Comedy and Entertainment? Movies, TV Shows? Educational Content",Yes,Others,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By exploring trending sections,4,Yes,Once a month,Yes,Yes,2-3 times,Somewhat likely
Female,18-24,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Afternoon (12 pm - 5 pm),Smartphone,Share,Comedy and Entertainment?Fashion and Beauty,Yes,2-3 times a week,Less than 15 minutes,No,Through platform recommendations?Via social shares by friends or family??By exploring trending sections,4,Yes,2-3 times a month,Yes,No,,Neutral
Female,18-24,Student,No,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty? Educational Content?Technology and Gaming,Yes,2-3 times a month,Less than 15 minutes,No,Through platform recommendations?Via social shares by friends or family??By searching for specific content?By exploring trending sections,2,No,,Yes,No,,Somewhat likely
Male,35-44,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty? Educational Content,Yes,Once a month,Less than 15 minutes,Yes,Via social shares by friends or family?,3,No,,Yes,Yes,Once,Somewhat likely
Female,18-24,Student,No,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Tablet,Comment,Food and Travel,No,,,No,Via social shares by friends or family??By exploring trending sections,2,No,,No,No,,Neutral
Female,18-24,Student,No,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Comedy and Entertainment?Others????,No,,,Yes,Through platform recommendations?By exploring trending sections,3,No,,Yes,No,,Neutral
Female,18-24,Student,No,Undergraduate,Wechat Video,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle,No,,,No,Through platform recommendations?By searching for specific content,4,No,,No,No,,Neutral
Female,18-24,Student,No,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel? Educational Content,Yes,2-3 times a day,Less than 15 minutes,No,By searching for specific content?By exploring trending sections,3,No,,Yes,No,,Neutral
Female,18-24,Student,Yes,Post-graduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,"Comedy and Entertainment? Movies, TV Shows",Yes,2-3 times a month,Less than 15 minutes,No,Through platform recommendations?Via social shares by friends or family?,2,Yes,Once a month,Yes,Yes,2-3 times,Neutral
Female,18-24,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,"Food and Travel?Daily Vlogs and Lifestyle?Fashion and Beauty? Movies, TV Shows",Yes,2-3 times a week,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,No,,Somewhat unlikely
Female,18-24,Student,No,Undergraduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Comment,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle? Educational Content,Yes,Once a week,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By searching for specific content,3,Yes,Once a month,Yes,Yes,2-3 times,Neutral
Female,18-24,Employed,,,Little Red Book,Others,Evening 5 pm - 12 am),Smartphone,Post content,Food and Travel,No,,,Yes,Through platform recommendations,4,Yes,2-3 times a month,No,No,,Neutral
Female,18-24,Student,No,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Daily Vlogs and Lifestyle?Fashion and Beauty,Yes,2-3 times a week,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By exploring trending sections,3,Yes,2-3 times a month,Yes,Yes,2-3 times,Neutral
Female,18-24,Student,Yes,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Comment,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty,Yes,Once a day,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,2,Yes,2-3 times a month,Yes,Yes,2-3 times,Somewhat unlikely
Female,18-24,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Comedy and Entertainment,Yes,2-3 times a month,Less than 15 minutes,No,Through platform recommendations?Via social shares by friends or family??By searching for specific content?By exploring trending sections,2,Yes,Once a month,Yes,Yes,2-3 times,Somewhat unlikely
Male,18-24,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,"Food and Travel?Sports and Fitness?Daily Vlogs and Lifestyle? Movies, TV Shows",Yes,2-3 times a week,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,4,No,,Yes,Yes,2-3 times,Neutral
Male,18-24,Student,Yes,Post-graduate,Little Red Book,Sharing Personal Experiences,Evening 5 pm - 12 am),Smartphone,Share,Food and Travel?Sports and Fitness?Daily Vlogs and Lifestyle,No,,,Yes,Via social shares by friends or family??By searching for specific content?By exploring trending sections,3,No,,Yes,Yes,2-3 times,Neutral
Female,18-24,Unemployed,,,TikTok,Entertainment and Leisure,Late Night (12 am - 5 am)),Smartphone,Share,Food and Travel?Comedy and Entertainment?Fashion and Beauty,Yes,Once a day,Less than 15 minutes,Yes,Via social shares by friends or family?,3,Yes,2-3 times a month,Yes,No,,Very unlikely
Male,25-34,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,"Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty? Movies, TV Shows?Technology and Gaming",Yes,4-6 times a week,Less than 15 minutes,Yes,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,No,,Neutral
Female,18-24,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,"Comedy and Entertainment?Daily Vlogs and Lifestyle? Movies, TV Shows",No,,,Yes,Through platform recommendations?Via social shares by friends or family?,3,Yes,Others????Once?,Yes,No,,Neutral
Female,25-34,Unemployed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle,Yes,2-3 times a day,Less than 15 minutes,Yes,Through platform recommendations,3,Yes,2-3 times a week,Yes,No,,Neutral
Female,18-24,Student,Yes,Post-graduate,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Others,Food and Travel?Fashion and Beauty? Educational Content,Yes,2-3 times a month,15 minutes to 30 minutes,Yes,Through platform recommendations,3,Yes,Once a month,Yes,Yes,Once,Neutral
Male,25-34,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,"Food and Travel?Comedy and Entertainment? Movies, TV Shows?Technology and Gaming",No,,,No,Through platform recommendations?By exploring trending sections,3,Yes,Once a month,No,Yes,Once,Somewhat likely
Male,65+,Retired,,,Instagram(Reels),Networking and Socializing,Late Night (12 am - 5 am)),Others,Comment,Others,Yes,4 or more times a day,More than 1 hours,Yes,Others,0,Yes,2-3 times a week,Yes,Yes,2-3 times,Very unlikely
Male,35-44,Employed,,,Wechat Video,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Others,Others,No,,,No,Others?????,3,No,,No,No,,Very unlikely
Male,35-44,Self-employed,,,TikTok,Learning and Education,Evening 5 pm - 12 am),Smartphone,Like, Educational Content,No,,,No,By searching for specific content,3,No,,Yes,No,,Very unlikely
Male,25-34,Student,Yes,PHD,Little Red Book,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Comedy and Entertainment,No,,,No,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,Yes,2-3 times,Neutral
Male,35-44,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Comment,"Sports and Fitness? Movies, TV Shows?Technology and Gaming",No,,,Yes,Through platform recommendations?Via social shares by friends or family?,3,No,,No,No,,Very unlikely
Male,18-24,Student,Yes,Post-graduate,Wechat Video,Learning and Education,Evening 5 pm - 12 am),Smartphone,Like,Sports and Fitness,Yes,4 or more times a day,30 minutes to 1 hour,Yes,By searching for specific content,5,Yes,Once a week,Yes,Yes,2-3 times,Very likely
Male,25-34,Self-employed,,,TikTok,Networking and Socializing,Afternoon (12 pm - 5 pm),Smartphone,Share,Others,No,,,Yes,Through platform recommendations,3,No,,Yes,Yes,4-6 times,Somewhat unlikely
Female,25-34,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Food and Travel?Comedy and Entertainment? Educational Content,Yes,2-3 times a week,Less than 15 minutes,No,Via social shares by friends or family?,2,Yes,Once a month,Yes,Yes,4-6 times,Somewhat unlikely
Male,18-24,Student,No,Undergraduate,Wechat Video,Entertainment and Leisure,Afternoon (12 pm - 5 pm),Smartphone,Like,"Food and Travel? Movies, TV Shows?Technology and Gaming",Yes,2-3 times a day,Less than 15 minutes,No,Through platform recommendations?Via social shares by friends or family?,4,No,,No,No,,Neutral
Male,18-24,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,"Food and Travel?Sports and Fitness?Daily Vlogs and Lifestyle? Movies, TV Shows",Yes,Once a month,30 minutes to 1 hour,Yes,Through platform recommendations,3,No,,Yes,No,,Somewhat unlikely
Male,18-24,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Others,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations?By exploring trending sections,4,Yes,Once a month,Yes,No,,Very unlikely
Female,18-24,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Late Night (12 am - 5 am)),Smartphone,Like,Fashion and Beauty?Technology and Gaming,Yes,2-3 times a day,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By exploring trending sections,4,Yes,Others,Yes,Yes,2-3 times,Somewhat likely
Male,45-54,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Others,Food and Travel,Yes,4-6 times a week,15 minutes to 30 minutes,Yes,Through platform recommendations,4,Yes,Once a month,Yes,Yes,Once,Somewhat likely
Female,45-54,Retired,,,Others,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel,Yes,2-3 times a day,More than 1 hours,Yes,Via social shares by friends or family?,4,Yes,2-3 times a week,Yes,Yes,Once,Neutral
Female,45-54,Self-employed,,,Wechat Video,Sharing Personal Experiences,Evening 5 pm - 12 am),Smartphone,Post content,Food and Travel?Comedy and Entertainment? Educational Content,Yes,4 or more times a day,Less than 15 minutes,Yes,Through platform recommendations?By searching for specific content,3,Yes,2-3 times a month,Yes,Yes,2-3 times,Somewhat likely
Female,18-24,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Food and Travel?Comedy and Entertainment,No,,,No,Via social shares by friends or family?,5,Yes,Others,Yes,No,,Somewhat likely
Male,35-44,Self-employed,,,TikTok,Entertainment and Leisure,Afternoon (12 pm - 5 pm),Smartphone,Others,Sports and Fitness?Comedy and Entertainment,No,,,Yes,Through platform recommendations,5,Yes,2-3 times a month,Yes,Yes,2-3 times,Very likely
Male,18-24,Employed,,,Little Red Book,Learning and Education,Evening 5 pm - 12 am),Smartphone,Others,Fashion and Beauty? Educational Content,No,,,No,Through platform recommendations,2,No,,No,No,,Very unlikely
Female,18-24,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty,Yes,2-3 times a day,Less than 15 minutes,Yes,By searching for specific content,3,Yes,2-3 times a month,Yes,Yes,2-3 times,Somewhat unlikely
Male,18-24,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel?Comedy and Entertainment?Technology and Gaming,Yes,2-3 times a month,15 minutes to 30 minutes,Yes,Through platform recommendations,4,No,,Yes,No,,Very unlikely
Female,18-24,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Daily Vlogs and Lifestyle,Yes,Once a day,Less than 15 minutes,Yes,Through platform recommendations,2,Yes,Once a month,Yes,No,,Somewhat unlikely
Female,18-24,Employed,,,Others,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,"Food and Travel? Movies, TV Shows?Technology and Gaming",Yes,Once a month,Less than 15 minutes,No,Through platform recommendations?Via social shares by friends or family??By searching for specific content?By exploring trending sections,0,No,,Yes,No,,Very unlikely
Male,25-34,Employed,,,Others?bili?,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Others,Technology and Gaming,No,,,No,Through platform recommendations,1,No,,No,No,,Very unlikely
Female,18-24,Student,No,Undergraduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty,Yes,4-6 times a week,15 minutes to 30 minutes,Yes,Through platform recommendations?Via social shares by friends or family??By exploring trending sections,3,Yes,2-3 times a month,Yes,Yes,2-3 times,Somewhat unlikely
Male,18-24,Student,No,PHD,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Food and Travel?Comedy and Entertainment?Technology and Gaming,Yes,4-6 times a week,30 minutes to 1 hour,Yes,Via social shares by friends or family??By exploring trending sections,4,Yes,Once a month,Yes,No,,Somewhat unlikely
Male,45-54,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Others,Food and Travel? Educational Content,Yes,Once a day,30 minutes to 1 hour,Yes,Through platform recommendations,4,Yes,2-3 times a month,No,Yes,2-3 times,Somewhat likely
Male,35-44,Employed,,,TikTok,Learning and Education,Evening 5 pm - 12 am),Smartphone,Like,Comedy and Entertainment,Yes,2-3 times a day,30 minutes to 1 hour,Yes,Through platform recommendations,5,Yes,Others,Yes,No,,Very likely
Female,45-54,Retired,,,Wechat Video,Others,Evening 5 pm - 12 am),Smartphone,Like,Food and Travel,No,,,No,Through platform recommendations,3,No,,No,No,,Somewhat unlikely
Male,55-64,Retired,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Comedy and Entertainment,No,,,No,Via social shares by friends or family??By exploring trending sections?Others,3,Yes,2-3 times a month,No,No,,Somewhat likely
Male,45-54,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Sports and Fitness?Comedy and Entertainment,Yes,Once a week,Less than 15 minutes,Yes,Through platform recommendations,5,No,,No,No,,Somewhat unlikely
Male,45-54,Employed,,,Wechat Video,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Like,Sports and Fitness?Comedy and Entertainment,No,,,Yes,Through platform recommendations?By searching for specific content,4,No,,No,No,,Somewhat unlikely
Male,18-24,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,"Food and Travel?Sports and Fitness?Comedy and Entertainment?Daily Vlogs and Lifestyle?Fashion and Beauty? Movies, TV Shows? Educational Content?Technology and Gaming",Yes,Once a day,More than 1 hours,Yes,Through platform recommendations?Via social shares by friends or family??By searching for specific content,5,Yes,2-3 times a week,Yes,Yes,4-6 times,Somewhat unlikely
Male,18-24,Student,Yes,Post-graduate,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,"Food and Travel?Sports and Fitness? Movies, TV Shows?Technology and Gaming",Yes,Once a month,Less than 15 minutes,No,Through platform recommendations?Via social shares by friends or family??By exploring trending sections,3,Yes,Once a month,Yes,No,,Somewhat unlikely
Male,45-54,Employed,,,TikTok,Entertainment and Leisure,Evening 5 pm - 12 am),Smartphone,Share,Food and Travel?Comedy and Entertainment,Yes,2-3 times a day,More than 1 hours,Yes,Through platform recommendations?Via social shares by friends or family?,3,No,,Yes,Yes,2-3 times,Somewhat likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
